schema_version,role,name,job_id,repository_url,repository_commit,repository_path,source_sha256,prepared_sha256,public_access,status,expected_values,source_models,note
1,age_variant,SUB075,,https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-age-length-build,96a06d21ef3c666f39ce456d3a6818b6c17324c4,BET/bet.2026.sub.basin.0.75.age_length,426859b825bd815aa69c8d97c9dd93097027ed1eb6b9e444d88b69562097a00c,426859b825bd815aa69c8d97c9dd93097027ed1eb6b9e444d88b69562097a00c,true,locked,,,Exact sub-basin 0.75 age-length variant
1,age_variant,SUB100,,https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-age-length-build,96a06d21ef3c666f39ce456d3a6818b6c17324c4,BET/bet.2026.sub.basin.1.age_length,7e6c0513e2f36ca2044c1d5a2de37c589c75fafabc3fd96b45683cbb1236b083,7e6c0513e2f36ca2044c1d5a2de37c589c75fafabc3fd96b45683cbb1236b083,true,locked,,,Exact sub-basin 1.00 age-length variant
1,cpue_mle_sigma,JOB13328_R1_R5,13328,https://github.com/PacificCommunity/ofp-sam-bet-2026-exploration,c940601bb95797a5cc5b4a2dbc01cfd6daa86a70,sensitivity/S011-DM-G8PSSET-CEST-NOCUT-SUB075-MIX015-TAGF2ON-NMAX25-REGW100-RRPTTP26/model/doitall.sh,a47ef47502d94229bc68ea963256e6243e2579fce4320a21a2eb55fc738ed471,a47ef47502d94229bc68ea963256e6243e2579fce4320a21a2eb55fc738ed471,true,locked,35;24;21;24;23,JOB13328,Index-specific CPUE MLE sigma values from Job 13328; preliminary alternative configurations produced similar estimates
1,final_target,BET_FRQ,18717,https://github.com/PacificCommunity/ofp-sam-bet-2026-stepwise,d00d9d3ff408f4a45accaf044e6db36befedbb17,explorations/K020-tau-not-estimated/bet.frq,9b8f4630b5b8bec8b8292e8207cc789b00542d29338faf6187f3c9af55504aa3,9b8f4630b5b8bec8b8292e8207cc789b00542d29338faf6187f3c9af55504aa3,true,locked,,JOB18717,Final Job 18717 FRQ target
1,final_target,BET_INI,18717,https://github.com/PacificCommunity/ofp-sam-bet-2026-stepwise,d00d9d3ff408f4a45accaf044e6db36befedbb17,explorations/K020-tau-not-estimated/bet.ini,5292938d4743c1dfdd2f1a095c1aa87482c9c17f78b8d879671fe6851d58646f,5292938d4743c1dfdd2f1a095c1aa87482c9c17f78b8d879671fe6851d58646f,true,locked,,JOB18717,Final Job 18717 INI target
1,final_target,BET_TAG,18717,https://github.com/PacificCommunity/ofp-sam-bet-2026-stepwise,d00d9d3ff408f4a45accaf044e6db36befedbb17,explorations/K020-tau-not-estimated/bet.tag,b140e66eb52f2b7e022ef2c562134f8bc9baf3dede18ce95283a001acd2b013f,b140e66eb52f2b7e022ef2c562134f8bc9baf3dede18ce95283a001acd2b013f,true,locked,,JOB18717,Final Job 18717 TAG target
1,final_target,BET_CAAL,18717,https://github.com/PacificCommunity/ofp-sam-bet-2026-stepwise,d00d9d3ff408f4a45accaf044e6db36befedbb17,explorations/K020-tau-not-estimated/bet.age_length,426859b825bd815aa69c8d97c9dd93097027ed1eb6b9e444d88b69562097a00c,426859b825bd815aa69c8d97c9dd93097027ed1eb6b9e444d88b69562097a00c,true,locked,,JOB18717,Final Job 18717 CAAL target
1,final_target,REG_SCALING,18717,https://github.com/PacificCommunity/ofp-sam-bet-2026-stepwise,d00d9d3ff408f4a45accaf044e6db36befedbb17,explorations/K020-tau-not-estimated/bet.reg_scaling,5f047ddb4053d1f6df9ace18e85e440b11553de246d024ce8138b427f5f9f7e3,5f047ddb4053d1f6df9ace18e85e440b11553de246d024ce8138b427f5f9f7e3,true,locked,,JOB18717,Final Job 18717 v2.5 headerless regional-scaling target
1,final_target,MFCL_CFG,18717,https://github.com/PacificCommunity/ofp-sam-bet-2026-stepwise,d00d9d3ff408f4a45accaf044e6db36befedbb17,explorations/K020-tau-not-estimated/mfcl.cfg,2ec8a291fae62c6f37541aec1de37444626d42b3290b371bb42b63d510034eae,2ec8a291fae62c6f37541aec1de37444626d42b3290b371bb42b63d510034eae,true,locked,,JOB18717,Final Job 18717 MFCL configuration target
1,final_target,TAG_REP_MAP,18717,https://github.com/PacificCommunity/ofp-sam-bet-2026-stepwise,d00d9d3ff408f4a45accaf044e6db36befedbb17,explorations/K020-tau-not-estimated/tag_rep_map.R,e1bddfe316a8b3e39333d0792f58db8f070d3f6f370770507e2f500f9d88786c,e1bddfe316a8b3e39333d0792f58db8f070d3f6f370770507e2f500f9d88786c,true,locked,,JOB18717,Final Job 18717 reporting-rate audit map
1,final_target,FISHERY_MAP,18717,https://github.com/PacificCommunity/ofp-sam-bet-2026-stepwise,d00d9d3ff408f4a45accaf044e6db36befedbb17,explorations/K020-tau-not-estimated/fishery_map.R,0e989f4692c4a2a54abf22f12a1c53c7bd29cb7f0f3bd7c4457cdd3d6e1a125c,fafa22e2f1aa5823ef40a86e4f8d24c2f711d30801497f4ac2cacca289318e0a,true,locked,,JOB18717,Job 18717 parsimonious groups with stepwise-specific audit naming
